mention_id,article_id,code,surface,method,label,section,sentence,paragraph,char_start,char_end,sentiment_ground_truth,sentiment_reasoning
13372,338363,HUN,Hungarian,spacy_ner+gazetteer,NORP,content,The police arrested two Hungarian men and a woman under the suspicion that they entered a private property in Swieqi without permission.,"The resident went on to ask one of the men why he was taking photos and he began stammering and inventing excuses. He went on to assure the three that the property was not for sale, before going out and taking track of their number plate. He then went to check his security camera and noticed that they actually went into his property and took videos of the neighbouring one.
A resident told Lovin Malta that when he came back from work, he saw three people on his property taking a photo of his front porch. When asked what they were doing, they replied that they were checking out the area out of curiosity.
The police arrested two Hungarian men and a woman under the suspicion that they entered a private property in Swieqi without permission.
They entered twice: first as one individual, then two, It was extremely suspicious.
They are definitely surveying the area for others to go and steal. I suggest that all the people that are in the neighborhood collaborate and help the police and if they had any of these suspects running around their property to check the cameras, he continued.
One person even told the resident that these same people told him that their drone fell into his property on Friday, So theyve been snooping around the area for a long time.
Before the arrest, the concerned resident posted images of the trespassers on social media yesterday, claiming that these three people broke into his outdoor area, checked the main door, the height of the boundary walls, neighbouring properties and peeked through windows to see whats inside.
Our suspicion is that they are targeting more than one property.
In the meantime, he reported the incidence to the police, leading to an arrest this morning in St Julians.
Although nothing was stolen when they entered the mans property, the people were seen lurking around the home until they left in a vehicle shortly after the owner noticed them.
Police investigations are still ongoing as three remained detained in police custody.
Did you catch these people snooping around your property?",636,645,negative,
13373,338363,HUN,Hungarian,pattern_rule,,content,The police arrested two Hungarian men and a woman under the suspicion that they entered a private property in Swieqi without permission.,"The resident went on to ask one of the men why he was taking photos and he began stammering and inventing excuses. He went on to assure the three that the property was not for sale, before going out and taking track of their number plate. He then went to check his security camera and noticed that they actually went into his property and took videos of the neighbouring one.
A resident told Lovin Malta that when he came back from work, he saw three people on his property taking a photo of his front porch. When asked what they were doing, they replied that they were checking out the area out of curiosity.
The police arrested two Hungarian men and a woman under the suspicion that they entered a private property in Swieqi without permission.
They entered twice: first as one individual, then two, It was extremely suspicious.
They are definitely surveying the area for others to go and steal. I suggest that all the people that are in the neighborhood collaborate and help the police and if they had any of these suspects running around their property to check the cameras, he continued.
One person even told the resident that these same people told him that their drone fell into his property on Friday, So theyve been snooping around the area for a long time.
Before the arrest, the concerned resident posted images of the trespassers on social media yesterday, claiming that these three people broke into his outdoor area, checked the main door, the height of the boundary walls, neighbouring properties and peeked through windows to see whats inside.
Our suspicion is that they are targeting more than one property.
In the meantime, he reported the incidence to the police, leading to an arrest this morning in St Julians.
Although nothing was stolen when they entered the mans property, the people were seen lurking around the home until they left in a vehicle shortly after the owner noticed them.
Police investigations are still ongoing as three remained detained in police custody.
Did you catch these people snooping around your property?",636,649,negative,
8297,360357,HUN,Hungarian,spacy_ner+gazetteer,NORP,content,"Deputy Prime Minister and Minister for Foreign and European Affairs and Trade Ian Borg expressed Maltas commitment to further strengthen the islands bilateral relationship with Hungary, during a meeting held with Hungarian Minister of Foreign Affairs and Trade, Pter Szijjrt.","Deputy Prime Minister and Minister for Foreign and European Affairs and Trade Ian Borg expressed Maltas commitment to further strengthen the islands bilateral relationship with Hungary, during a meeting held with Hungarian Minister of Foreign Affairs and Trade, Pter Szijjrt.
During the meeting the two spoke about several issues concerning both countries including several pressing European and regional issues, particularly the implications of the Russian war against Ukraine on Europe and the global community.
Borg emphasized the importance of collective action within the European Union to tackle key challenges, including institutional reform, migration, and enlargement.
He also highlighted Maltas leadership on the international stage, updating Hungarian Foreign Minister Pter Szijjrt on Maltas initiatives as a non-permanent member of the United Nations Security Council and Chair-in-Office of the Organization for Security Cooperation in Europe (OSCE).
Expressing optimism, Borg stated, Todays exchanges have further strengthened the bond between our two nations.
Additionally, Borg held a meeting with Hungarian Minister for European Union Affairs Jnos Bka, discussing enhanced cooperation within the EU framework and adapting to evolving EU policies and strategies.
#MaltaDaily",215,224,positive,
688,395991,HUN,Hungarian,spacy_ner+gazetteer,NORP,content,"Haber is one of Maltas most decorated football players even having played abroad for clubs in France, Belgium, Greece and most notably English team Sheffield United and Hungarian giants Ferencvrosi TC.","Former national team goalkeeper Justin Haber has decided to try out a career in local politics as he will be contesting the local council elections for a seat in the Floriana Local Council.
Habers connection to Floriana spans a long time, with the decorated keeper coming out of the Greens esteemed academy and playing a total of 49 matches across two spells with the club, also making his senior debut there. The first spell came from 1998 to 2002 with Habers second spell with the club being only a year long from 2016 to 2017.
Haber is one of Maltas most decorated football players even having played abroad for clubs in France, Belgium, Greece and most notably English team Sheffield United and Hungarian giants Ferencvrosi TC.
Justin has also gained fame in other areas not only football, with his seafood restaurant Haber 16 appearing on Netflix show, Restaurant On The Edge.
Haber will be hoping that his newfound career in politics will be as successful as the one he had on the pitch.
#MaltaDaily",703,712,positive,
23614,469457,HUN,Hungarian,spacy_ner+gazetteer,NORP,content,"A Hungarian online casino presenter was remanded in custody on Wednesday, after being accused of allegedly tying up his former partner and forcing her to perform sex acts.","A Hungarian online casino presenter was remanded in custody on Wednesday, after being accused of allegedly tying up his former partner and forcing her to perform sex acts.
The man, whose name is not being published due to a court order, was charged with rape, detaining the woman against her will, and causing her to fear that violence would be used against her. He was also accused of consuming cannabis in the presence of the former couples three-year-old son.
Inspector Wayne Buhagiar told the court that on 14 October at around 1:30pm, the officers on duty in Qawra were approached by a woman asking for assistance, claiming that she had been raped by her ex-partner. The police took her to the Qawra police station, where a formal report was submitted.
The inspector told the court that the woman had stated she and her ex-partner had a heated argument the previous day. The woman had slept in the same bed as her son to prevent any further incidents. She refused to leave the room when asked to by the defendant because she was feeling afraid, but eventually complied, said the inspector.
The defendant allegedly forced her to join him in the bathroom, where he tied her hands together and forced her to perform oral sex on him, ignoring her refusals.
The police subsequently found the relevant evidence on the clothes that the woman was wearing.
The man pleaded not guilty to the charges.
Lawyer Yanika Bugeja, assisting the defendant as legal aid, requested bail and told the court that at the investigation stage, the defendant had not been given disclosure about the cannabis charge and so she could not have advised her client about it. In spite of this he was still asked about it during questioning, said the lawyer.
In its counter-arguments, the prosecution objected to bail, arguing that the accused did not have any ties to Malta, and emphasising the gravity of the situation and charges, as well as the risk of him tampering with evidence.
Bugeja argued that the crime cannot be changed. She stated that he had been in Malta for six years, had a full-time job in Malta and fixed address. He also has a child living in Malta. If that is not a link to the islands, I dont know what is.
The prosecution submitted that although the accused had been residing in Malta for eight years, the ties which he had established were hardly tangible due to being on and off the island during this period. Although the defence argued that he had a child, the prosecution informed the court that the accused was threatening to abduct the child and return to Hungary.
After listening to the defence and prosecution, the Court presided by Magistrate Joe Gatt denied bail at this stage, noting that it was not assured that the defendant would abide by any bail conditions, but urged the prosecution to bring the victims to testify without delay.
The court also imposed a protection order in favour of the woman, restricting the defendants ability to communicate with her.
The prosecution also argued that the child should also be given a protection order, however after the defence counsel objected to this due to the childs young age, the court rejected this request.
Lawyer Yanika Bugeja was defence counsel. Lawyer Darlene Grima represented the Office of the Attorney General.",2,11,negative,
23869,478663,HUN,Hungarian,pattern_rule,,content,"Police Inspectors Paul Camilleri, Antonello Magri and Kurt Farrugia charged Hungarian nationals Adam El Haddoudi, 37, Jaeckel Tamas, 38 and Gabor Gyorgy Rusz, 35, with the possession of cocaine, cannabis grass and resin, magic mushrooms and ecstasy.","Three men have been charged with the aggravated possession of several controlled substances which were found, concealed, in their car when it was stopped at a roadblock on Monday.
Police Inspectors Paul Camilleri, Antonello Magri and Kurt Farrugia charged Hungarian nationals Adam El Haddoudi, 37, Jaeckel Tamas, 38 and Gabor Gyorgy Rusz, 35, with the possession of cocaine, cannabis grass and resin, magic mushrooms and ecstasy.
Inspector Camilleri told magistrate Charmaine Galea that the men had been inside a car that was pulled over at random at a roadblock that was being manned jointly by the police and the AFM. The inspector was called to the scene after suspicious-looking substances were spotted inside the vehicle. The police had spoken to Tamas, who was the only English speaker among the trio.
A magisterial inquiry was set up, and an expert appointed to establish what the various sachets of substances, which had been hidden under the floorboard, contained.
They were found to consist of 4 grams of cocaine, 91 grams of cannabis grass, 90 grams of cannabis resin, 12 grams of psilocybin mushrooms, 11 ecstasy pills and 12 viagra pills. 2,000 in cash were found in the possession of one of the defendants, added the inspector.
Right up to the time of arraignment, the defendants had not provided their addresses to the police, he said. Health records showed Tamas used to reside at addresses in San Gwann and Attard but he had refused to give his current address. The other two men were unable to remember the name of the hotel where they were staying, he said.
More ominously, the court was told that a scene of crime officer had discovered a tracking device concealed amongst the drugs. That officer had also informed the inspector that, while the police were removing the drugs from the defendants vehicle, another car had been noted circling around the block several times. Its number plate had not been noted down, however.
All three defendants pleaded not guilty to the charges.
Lawyer Jose Herrera suggested that the police had not yet established who was carrying the drugs. If drugs are found on a bus, are all the passengers to be remanded in custody? asked the lawyer. I think the police should first establish who hid the drugs.
Herrera requested bail, saying that his client could provide a fixed address and had a pending offer of a security-related job in Malta.
The amount of drugs found were small, he said, pointing to what he described as the current lively political and social discussion about proposed amendments to laws on drug possession.
He came to Malta on holiday and made friends with a group of guys. Is he supposed to be remanded in custody because he was in the same car as them? In the defences opinion it is totally unsafe for a court to do so, argued the lawyer.
Lawyer Franco Debono added that the amounts were so small that they didnt even need the amendments, but were drug court territory. He endorsed Herreras argument that there was no proof about who actually owned the drugs. Earlier this week people charged with trafficking half a kilogram of heroin had been granted bail, he said.
Some time after retiring to chambers to prepare her decree on bail, the magistrate rejected the bail request, ordering the defendants to be remanded in custody.
Lawyers Franco Debono and Francesca Zarb were defence counsel to Tamas and Rusz. while lawyer Jose Herrera assisted El Haddoudi.",256,275,negative,
18188,5336,IND,Indian,spacy_ner+gazetteer,NORP,content,"The Foreign Ministry is paying 41,393 monthly on rent for the building housing its high commission in Piccadilly in London and almost 30,000 a month in rent in Indian capital New Delhi, information given in parliament shows.","Updated 1.50pm The Foreign Ministry is paying 41,393 monthly on rent for the building housing its high commission in Piccadilly in London and almost 30,000 a month in rent in Indian capital New Delhi, information given in parliament shows. London's rental bill is by far the highest monthly cost for a rented diplomatic building. On an annual basis, rent costs reach just under 500,000. The ministry, however, pays that Piccadilly rent to Malpro, a Maltese government agency set up in 1985 to manage the Malta-owned building, a ministry official said. Malpro, in turn, pays a percentage of rental income to the previous owner, Crown Estates. Arguably the more controversial rent concerns the second most expensive overseas embassy - the High Commission in Indian capital New Delhi. Malta forks out 28,560 per month for that property - just over half the London rental price, despite property prices in New Delhi being almost 10 times cheaper than London's. Paris comes in third at 17,778, Cairo at 16,766, Dubai at almost 13,000, and Tel Aviv, Abu Dhabi and Madrid at just over 10,000 each. The Casablanca Consultate and Lisbon embassy are at the lower end of the scale at some 2,700 per month, Foreign Minister Ian Borg told Beppe Fenech Adami in reply to a parliamentary question. Malta has 39 rented properties abroad for diplomatic purposes.",175,181,neutral,
18190,5336,IND,Indian,spacy_ner+gazetteer,NORP,content,Arguably the more controversial rent concerns the second most expensive overseas embassy - the High Commission in Indian capital New Delhi.,"Updated 1.50pm The Foreign Ministry is paying 41,393 monthly on rent for the building housing its high commission in Piccadilly in London and almost 30,000 a month in rent in Indian capital New Delhi, information given in parliament shows. London's rental bill is by far the highest monthly cost for a rented diplomatic building. On an annual basis, rent costs reach just under 500,000. The ministry, however, pays that Piccadilly rent to Malpro, a Maltese government agency set up in 1985 to manage the Malta-owned building, a ministry official said. Malpro, in turn, pays a percentage of rental income to the previous owner, Crown Estates. Arguably the more controversial rent concerns the second most expensive overseas embassy - the High Commission in Indian capital New Delhi. Malta forks out 28,560 per month for that property - just over half the London rental price, despite property prices in New Delhi being almost 10 times cheaper than London's. Paris comes in third at 17,778, Cairo at 16,766, Dubai at almost 13,000, and Tel Aviv, Abu Dhabi and Madrid at just over 10,000 each. The Casablanca Consultate and Lisbon embassy are at the lower end of the scale at some 2,700 per month, Foreign Minister Ian Borg told Beppe Fenech Adami in reply to a parliamentary question. Malta has 39 rented properties abroad for diplomatic purposes.",756,762,neutral,
13679,6056,IND,Indians,spacy_ner+gazetteer,NORP,content,"Last month, a housing agent advertised a property with the warning no Pakis, Indians, Arabs and Philippines after accidentally publishing a landlords restrictions for prospective tenants.","Anyone caught renting property to more than 10 people will face a fine of up to 10,000, according to a new legal notice. The new law comes amid reports of overcrowding in properties, with foreign workers paying cheap rent to sleep in rooms crammed with bunkbeds. In the legal notice, the number of occupants allowed in an apartment is based on the number of bedrooms and bathrooms it has. A maximum of two tenants can occupy a single-bedroom apartment, a maximum of four can reside in a two-bedroom residence and six people can share a three-bedroom dwelling. Four-bedroom and five-bedroom accommodations must have two bathrooms to house eight and 10 residents, respectively. The law, which does not apply to families, will take effect within two months, at the end of October. Those in violation of the law are subject to a fine ranging from 2,500 to 10,000 and can also be prosecuted in court. It comes after Housing Minister Roderick Galdes announced plans for new rental regulations in March. Existing planning regulations already limit occupancy to six people per dwelling but these regulations carry no penalties. Overcrowded apartments have been a recurring issue in Maltas rental market. On Tuesday, Times of Malta reported that a policeman was renting out a cockroach-infested three-bedroom house in Sliema to 16 tenants, each paying 250 a month. A former tenant described how he was attracted to the property by its low rent and no deposit policy but soon found the conditions at the house really difficult. I did my best to keep the place clean but there were 16 people... I should have been able to come home and relax but I was sad, he said. Last year, Times of Malta also revealed how a Sliema apartment was housing 40 tenants, with up to nine people sleeping in a single room. Most are foreign workers, who struggle to find affordable housing and are often discriminated against. Last month, a housing agent advertised a property with the warning no Pakis, Indians, Arabs and Philippines after accidentally publishing a landlords restrictions for prospective tenants.",1980,1987,negative,
1665,6087,IND,Indian,spacy_ner+gazetteer,NORP,content,This is the second accident reported on Tuesday after a 40-year-old Indian national died after he was trapped in his vehicle following a collision with another truck.,"Updated at 3pm with further details A pedestrian was killed after being hit by a van in Qormi on Tuesday afternoon, hours after another fatal collision between two trucks in {ebbu!. According to police, the accident happened at 1.45 pm at Triq L-Isqof Scicluna, Qormi. The victim is a 77-year-old woman from {ebbu!, a police spokesperson said. A 34-year-old man from Vittoriosa was driving the Isuzu van. He was taken to Mater Dei Hospital for observations.  This is the second accident reported on Tuesday after a 40-year-old Indian national died after he was trapped in his vehicle following a collision with another truck. The man was rushed to hospital in an ambulance but was certified dead shortly afterwards. Police said earlier that the incident occurred on the main road at around 10 am when an Isuzu Elf truck collided with a DAF truck.",527,533,neutral,
15320,7382,IND,Indian,pattern_rule,,content,A 45-year-old Indian national was also in the Opel.,"Two men were grievously injured on Thursday in a car crash on Vjal l-Indipendenza, {urrieq. The police said in a statement the crash was reported at 2.15pm between an Opel Combo driven by a 56-year-old man from Qormi and a Nissan E-NV200 driven by a 38-year-old from Birkirkara. A 45-year-old Indian national was also in the Opel. The driver and passenger of the Opel were rushed to Mater Dei and were certified to have suffered grievous injuries. Police investigations are ongoing.",293,308,neutral,
9441,8682,IND,Indian,pattern_rule,,content,"An Indian man who was fired while he was in jail on charges that were thrown out of court is now being refused a new residence permit, because his renewal deadline ran out while he was behind bars.","An Indian man who was fired while he was in jail on charges that were thrown out of court is now being refused a new residence permit, because his renewal deadline ran out while he was behind bars. Identit says Dasari Saiteja, who was jailed after the agency reported him to the police, is in an ""irregular immigration situation"" because he did not apply for a new permit in time. Saiteja was in prison at the time and had no idea that he had been fired, as he had no access to email. Saiteja was kept in preventive custody for almost two months after he was charged with submitting forged lease agreements. During that time, his employer, QK Services, fired the Indian national because he did not report for work. The immigration agency Identit had called in the police to arrest Saiteja at its Msida head office after it had questioned the 25-year-old over his lease agreement. In March, a court ruled that Saiteja was not guilty of the charges against him. Saiteja only found out he was sacked after he was acquitted, as he had no access to email while in prison.  On his release from jail, Saiteja soon found another job but when he applied for a new residence permit Identit refused it, telling him he was now an irregular immigrant. In Malta, third-country nationals have 10 days to find new employment when they lose or resign from a job. When Saiteja was out of prison, those 10 days had lapsed. Without doing anything wrong, I am in a horrible situation and I dont know what to do, Saiteja told Times of Malta. I was hoping they (Identit) would have understood my situation, he said. In refusing his application, Identit told Saiteja in an email: This application cannot be processed in view that Dasari Saiteja is in an irregular immigration status at the time of submission of this application. Questioned by Times of Malta, Identit said: TCNs are only eligible to remain in Malta if the individual holds a legal migration status in Malta. Should a TCN fall into an irregular migration status, for whatever reason, it is only the Principal Immigration Officer who can regularise such status, the Identit spokesperson said.",3,13,neutral,
4469,10174,IND,Indian,pattern_rule,,content,"Manpreet Singh, a 27-year-old Indian national with a Maltese residence permit, landed in hot water after helping himself to the coins meant as tips for staff at a St Pauls Bay cafeteria on Triq Censu Tanti.","A man who admitted his stupid mistake after helping himself to the tips box at a cafeteria, was remanded in custody after admitting to simple theft on Friday afternoon. Manpreet Singh, a 27-year-old Indian national with a Maltese residence permit, landed in hot water after helping himself to the coins meant as tips for staff at a St Pauls Bay cafeteria on Triq Censu Tanti. The theft took place early on Thursday morning and was reported at the Qawra police station at 11 am. Security footage from the shop was also turned in that clearly showed the suspect. Footage showed a man wearing a black hoodie and carrying a red backpack, with the police using stills from the video to send out wanted posters for him. Later on Thursday, police officers patrolling the streets of Marsa spotted a man who appeared to match the description of that wanted person, with his hoodie and backpack also matching the images. The suspect was approached and informed that he was being placed under arrest and was escorted to the &amrun police station where he was given his legal rights. The suspect admitted that he had committed a stupid mistake. His backpack yielded some coins which the man admitted had been taken from the tips box at the St Pauls Bay caf. Upon arraignment, Singh pleaded guilty to simple theft of cash amounting to some 150 as well as leading a vagrant and idle life. Prosecuting Inspector Francesco Mizzi said that the accused had social, economic as well as drug problems which he needed to address and to rehabilitate. For that reason, an effective term of imprisonment would enable him to rehabilitate himself. The man had previously faced homelessness but had now found somewhere to live and also managed to get a job countered his legal aid lawyer. The accused was still young and if given a suspended sentence and a treatment order, that would allow him another chance, in life, argued the defence. After hearing submissions on punishment the court presided over by Magistrate Gabriella Vella, deferred the case to next week for delivery of judgment. The accused was meanwhile remanded in custody.",201,216,negative,
19749,209347,IND,Indian,spacy_ner+gazetteer,NORP,content,"Outstripping Italians as the largest non-Maltese community of workers, Indian nationals now total over 13,000 according to parliamentary data for July 2023.","Maltas growing cohort of foreign workers from outside the EU has formally registered Indian nationals as the largest non-Maltese community on the islands.
Outstripping Italians as the largest non-Maltese community of workers, Indian nationals now total over 13,000 according to parliamentary data for July 2023.
Italian nationals totalled just over 11,500 during the same time period.
Altogether in July 2023, Malta was hosting 35,000 EU nationals together with 67,300 non-EU nationals, the latter also including 5,100 Britons.
But while the cohort of EU nationals has changed little, apart from having fallen due to an exodus during the 2021 pandemic, the communities of non-EU workers recruited for work in Malta have increased in droves, plugging great labour shortages.
For example, Indian workers increased by almost 300% since 2019 when they numbered just over 3,400. Similar rates of growth were registered for Nepalese, who today number over 8,100. Filipino workers have doubled since 2019 to 9,500.
And the largest growth in foreign workers since 2019 was registered among Colombians, who in 2019 numbered just 226, and today are over 3,400.
Regionally, Maltas main cohort of non-EU workers hail from the subcontient and south-east Asia, namely India, Pakistan, Nepal, Pakistan, and Bangladesh, as well as the Philippines.
Altogether this region totals just over 34,000 in country of origin of non-EU workers, practically the same number as EU nationals.
COVID effect
The COVID-19 pandemic marked a significant shift in Maltas workforce, where the foreign component of employees hailed in the majority from outside the European Union.
In 2020, a drop in the number of EU nationals, prompted in part by a curtailing of economic activity due to the COVID lockdown as well as voluntary returns to their home countries, was accompanied by a rise in non-EU workers.
EU nationals formed the bulk of foreign workers in Malta, especially with the remote gaming boom of the early 2010s. But a decade later, COVID-19 saw the number of EU nationals falling by 18% over just one year, yet non-EU nationals increased by almost 26%, outstripping the portion of EU workers that make up Maltas foreign workforce.
The increase in workers from South Asia, often recruited by agencies, comes in the wake of the rise of the gig economy, particularly during the COVID pandemic as well as increased demand for health workers.
Third-country nationals made up 83.1% of new residents in Malta in 2022, as the population grew by 21,798 in 2023, placing the Maltese population at 542,051.
The natural population increase, which refers to a higher number of births than deaths in 2022, saw record lows, as 4,309 residents were born in 2022, the lowest in the past 15 years. Resident deaths, on the other hand, were registered at 4,230.",227,233,neutral,
15557,261440,IND,Indian,pattern_rule,,content,Muscat claimed an Indian person is submitting hearsay evidence which is being taken at face value.,"Joseph Muscat, Keith Schembri, and Konrad Mizzi are suspected to have received bribes from a 1 million political support fund created by Steward Health Care.
Reported in The Sunday Times of Malta, the funds were held by Accutor AG, a Swiss company that received 3.6 million from Steward Healthcare during the period when it took over the 30-year concession of three Maltese state hospitals from Vitals Global Healthcare.
Investigations have concluded that it is close to impossible that Muscat, Schembri, and Mizzi all independently formed relationships with Accutor, they reported.
Meanwhile, former Accutor director Kamal Sharma has claimed that 18 million were set aside for the three men who are currently facing criminal charges following the vitals inquiry.
Muscat, Mizzi, and Schembri  alongside 16 other defendants  are set to be charged in court on May 28 for money laundering, fraud, and conspiracy to commit an offence punishable by imprisonment for more than four years. They will also be charged for participating in a criminal organisation with more than ten members.
Sharma alleged Shaukat Ali, a Vitals consultant, told him that Muscat was receiving 15,000 monthly while all three men were partners in the hospitals deal.
Posting to Facebook, Muscat denied the allegations while also publishing a response he claims he sent to Times of Malta on Saturday when asked why the inquiry was unable to find proof of the work he was paid for.
""If the authorities required supporting documentation for my work, they could have asked me for the necessary information, Muscat wrote.
I had also written to [the] police soon after learning that the inquiry was concluded. Instead of calling me to provide evidence to show that the allegations against me were simply a pack of lies, a decision was taken to issue charges against me without hearing me, against all convention.
I will now provide this evidence in the adequate forum at the appropriate time.
Like I was proven right on the Egrant saga, I will be proven right again on Egrant 2.
Muscat claimed an Indian person is submitting hearsay evidence which is being taken at face value.
I find it curious that your sources have chosen to be very selective with you and not to share the extensive part of the inquiry that rely on hearsay evidence that claims that I benefitted from 18 million annually.
Muscat ended his response by reiterating his call for the hospitals inquiry to be made available to the public, believing it to be within the publics interest to see the full report rather than see it through selective leaks.",2070,2083,neutral,
13220,263291,IND,Indian,spacy_ner+gazetteer,NORP,content,"The company was owned by Indian millionaire Sanjeev Mansotras Planetcore group, whose relationship with the Maltese government was the Core Malta Education, another PPP that was expected to provide innovative solutions in school and higher education.","The rotten core of the Muscat administration had made impressive inroads into more than just the Labour governments hospitals PPP.
When in 2018, MaltaToday reported that the UNESCOs World Heritage experts had put a stop to a plan to gut the historic St Elmo fort in Valletta to create an artificial laguna for a hotel, little was known then that Shaukat Ali  the Pakistani businessman at the heart of the Vitals hospitals deal  was also making moves in this project.
Investigators in the Vitals magisterial inquiry now say that Shaukat Ali was part of a memorandum of understanding drafted by former chief of staff Keith Schembri and former minister Konrad Mizzi  all three now facing criminal charges related to the Vitals PPP  to take over St Elmo for a hotel project.
The front company was Sohum Wellness, with a sole, uncontested bid for the restoration of lower St Elmo, a tender issued by the Grand Harbour Regeneration Corporation on 3 November 2015. The company itself was established just weeks later, on 17 November, 2015.
The company was owned by Indian millionaire Sanjeev Mansotras Planetcore group, whose relationship with the Maltese government was the Core Malta Education, another PPP that was expected to provide innovative solutions in school and higher education.
Investigators say Planetcore paid $200,000 into the client account of lawyer David Meli  described as a money middleman  who then passed on 170,000 to Bluestone  one of the offshore companies that held ownership in the Vitals PPP.
Planetcore and Schembris auditors Nexia BT then signed a letter of engagement over the GHRC contract to redevelop lower Fort St Elmo, for a transaction that investigators say was meant as a guise to hide what the money was being used for.
MaltaToday had originally uncovered the relationship between Mansotra and Shaukat Ali: Planetcore was owned by Strategic Management Investment Inc, the same BVI company that owned Sohum Wellness, while Shaukat Alis consultancy company Eurasia held a shareholding in Planetcore.
Sohum Wellness became the sole, successful bidder to take over lower St Elmo  popularly known as the location for the filming of the 1978 prison drama Midnight Express  to turn into a luxury spa hotel.
However an experts mission from UNESCOs World Heritage Centre took the initial project back to the drawing board. The experts, whose recommendations are legally binding, said turning the St Elmo parade ground into a laguna with a direct access through to the sea could not be allowed. A final report was submitted by UNESCOs World Heritage Centre requesting a heritage impact assessment on the hotel proposal.",1064,1070,positive,
21508,326625,IND,Indian,spacy_ner+gazetteer,NORP,title,Indian man seriously hurt after fall in residence,Indian man seriously hurt after fall in residence,0,6,neutral,
16376,343484,IND,Indian,pattern_rule,,content,"These Indian nationals each paid 10,000 but they were deceived into believing that everything was being done legally, Azzopardi said.","Lawyer Jason Azzopardi has published the details of 21 Indian nationals who were registered as living at the same maisonette in M!arr within the same time period.
He published several official documents from Identita and Transport Malta, as well as Epic, all of which were issued this year.
He warned that this is part of a massive scandal which saw Identita (formerly Identity Malta) officials receive bribes in return for issuing residence permits to third-country nationals, facilitating their access to free movement across the Schengen Zone.
The address is listed as a maisonette in Triq  ammari Camilleri, M!arr. Azzopardi said the maisonette owner has no idea who any of these people are and never rented his property out to any of them.
These Indian nationals each paid 10,000 but they were deceived into believing that everything was being done legally, Azzopardi said. Angelo Gafa, Byron Camilleri, Ryan Spagnol and Robert Abela have long known about this but they gave their blessing. Where is that sellout and liar who said I was making stuff up?
Azzopardi said he is convinced that this is the largest case of government corruption since 2013 and he estimates that around 70 million in bribes passed hands between Identita officials and other government departments.",754,770,neutral,
6647,345916,IND,Indian,spacy_ner+gazetteer,NORP,content,Beloved Indian restaurant Garam Masalaa is closing its doors after 20 years of service in Bu!ibba.,"It is with a heavy heart and gratitude that we announce Garam Masalaa will be closing its doors on 30th of June 2024. This has been an emotional and difficult decision and we are sad to say goodbye after 20 years. We have decided to finally retire, and move on to the next adventure, whatever that might be, the establishment wrote on social media.
Beloved Indian restaurant Garam Masalaa is closing its doors after 20 years of service in Bu!ibba.
Owners Sunil and Katherine thanked their staff  past and present  families and clientele.
Whether youve been dining with us for years or just found us now, we give immeasurable thanks for your loyalty and support. You are the direct reason for our success and we are truly humbled and honoured to have served you. Garam Masalaa was like a second home for us, and you became our extended family.
What an incredible journey it has been! We will miss you all very much.
Did you ever eat at Garam Masalaa?",359,365,positive,
15003,357580,IND,Indian,spacy_ner+gazetteer,NORP,content,An Indian man who lost his job while unjustly imprisoned on dismissed charges has received a regulatory opportunity after being flagged for an irregular immigration situation by Identit.,"An Indian man who lost his job while unjustly imprisoned on dismissed charges has received a regulatory opportunity after being flagged for an irregular immigration situation by Identit.
Times of Malta reported how after media attention and appeals by activist Patricia Graham, the principal immigration officer granted Dasari Saiteja a few days to apply for a single work permit at Identit through a one-time concession.
Im feeling much better now because I can apply and begin my process again now, said the 25-year-old Saiteja in response to the lifeline.
Saiteja endured 50 days in preventive custody after being falsely accused of submitting forged lease agreements to the immigration agency by Identit. He and a fellow countryman were acquitted in March when it was discovered that his agent was responsible for the forgery.
During his imprisonment, Saitejas employer, QK Services, terminated his employment due to his absence from work. Consequently, when Saiteja sought a new work permit, he was labeled an irregular migrant.
This prompted the immigration officers decision to grant Saiteja a 10-day concession to regularize his status.
Reflecting on his challenging experience, Saiteja remarked, I never expected such things could happen in my life, but I learned big lessons for my life. Im looking forward to my career and to having success in my life.
#MaltaDaily",3,9,neutral,
