article_id,url,source_name,source_url,sentiment_ground_truth,title,subtitle,author_name,publish_date,content,top_image_url,top_image_caption,created_at,tags,categories
308032,https://www.independent.com.mt/articles/2024-12-31/local-news/Unity-is-far-greater-than-resentment-PM-says-in-New-Year-s-speech-6736266825,Independent,https://www.independent.com.mt,Positive,"Unity is far greater than resentment, PM says in New Years speech",,,31/12/2024,"Unity is far greater than resentment, Prime Minister Robert Abela said in his New Year's speech.
Addressing the nation, Abela said he will ensure that as the economy grows, this does not adversely affect the quality of life of the Gozitans and Maltese, or indeed the environment around us.
""This I will never accept,"" he said.
Below find the PM's speech in full:
Gazing at our country's architecture, one can recount the history of a nation.
The history of a people, dependent on the goodwill of others.
A populace hopeful that those who rule them will also feed them.
Until we stood on our own two feet and freed ourselves from external rule.
Our forefathers fought for our future and that of our country.
So that we could become the authors of our own story, as main actors.
And because we worked together, a united people, we won and birthed our nation.
From all the islands in the Mediterranean, Malta remains the only island nation state.
A history of courage and a story of a nation that refused to be defined by its modest size.
From a population starved by war to a free and modern country built within just two generations.
Free to think.
Free to dream and forge ahead.
In our very own mother tongue, we called for freedom.
A country that had to send its children to the world's four corners.
Amidst the heartbreak of mothers waving off their children, often, for the last time, saying goodbye to their kin, their hope.
Today, instead of separation, we have hope here at home.
And a sense of opportunity and optimism.
Today, a mother looks on in pride as her children write our country's history.
Our country Malta.
This is our Malta.
The Malta we are proud of.
A small country but a proud nation.
A people that always triumphed and succeeded.
50 years from the creation of Malta's Republic.
Today, stands a modern country that offers our children a future based on quality.
I am the first to be critical when we fall short.
But you will never hear me speak against my country, our country.
As this is our land, this is our home.
My appeal for the New Year is one for unity.
Let's work together to find solutions to the issues affecting our people.
United we are greater than the sum of our parts.
Unity is far greater than resentment.
There is a lot of good in this nation.
We are kind-hearted people.
Hardworking people. Our country's economy is thriving and creating more wealth.
We have boundless talent amongst us and great fortitude.
In the coming days, we will continue addressing one of our most significant challenges, that of imported labour.
I will ensure that as the economy grows, this does not adversely affect the quality of life of the Gozitans and Maltese, or indeed the environment around us.
This, I will never accept.
As for the tourism industry, we have the luxury to be able to prioritise and lean towards the quality, not the quantity of tourists we attract.
We have solutions, and these solutions shall be implemented.
We have a clear plan, and we know where we're heading.
In the coming days, you'll witness the implementation of Budget measures in your day-to-day life.
The largest tax reduction in history.
What will this mean?
It means that every worker will see an increase in their take-home pay, you'll be left with more money in your pocket.
Every pensioner will receive another increase for the tenth consecutive year whilst all parents have already received the first tranche of the 250 increase in Children's Allowance.
These are some of the many measures that will come into effect in the coming year.
During this year, we will also intensify our work to address various people's needs, amongst them the much-needed surgeries of our elderly.
We are putting in our best efforts to reduce waiting lists in the shortest time possible.
But that's not all.
In the housing sector, we're continuing our work to support everyone in becoming homeowners.
We will make sure that bold schemes and incentives, such as the equity sharing scheme, amongst others, can be enjoyed by more people.
A collective effort will be made towards improving physical accessibility in social housing accommodation.
What was promised in October will come into fruition over the coming days.
We deliver on our promises, and I give you my word that we will deliver.
When this country comes together, when this country shows courage and does not bow down in fear, it will always forge ahead, writing the next chapter of our story of success.
A story of perseverance where the smallness of our nation does not compare to the vastness of our dreams for it.
On behalf of myself, my wife Lydia, and our daughter Giorgia Mae, we wish you all a year of unity, hope and peace.",https://www.independent.com.mt/file.aspx?f=247474,,2025-07-22 10:56:46.591581+02,{},{}
308064,https://www.independent.com.mt/articles/2024-09-07/local-news/Man-seriously-injured-in-crash-6736263996,Independent,https://www.independent.com.mt,Negative,Man seriously injured in crash,,,07/09/2024,"On Friday at around 7.30pm, the Police were informed of a traffic accident on Triq il-Palma, Paola.
The Police went to the scene, and preliminary investigations revealed that a 28-year-old man from St. Julian's, who was driving an Isuzu Elf truck, lost control and crashed into a tree and a residential wall.
The victim was assisted by a medical team and members of the Civil Protection Department and was taken to Mater Dei Hospital by ambulance. Later, he was certified to have sustained serious injuries.
Magistrate Philip Galea Farrugia was informed of the case, and an inquiry was opened, while Police investigations are still ongoing.",https://www.independent.com.mt/file.aspx?f=244570,,2025-07-22 10:56:57.140002+02,{},{}
308295,https://www.independent.com.mt/articles/2024-11-23/local-news/Moody-s-affirms-Malta-s-A2-ratings-but-highlights-population-corruption-challenges-6736265986,Independent,https://www.independent.com.mt,Neutral,"Moody's affirms Malta's A2 ratings, but highlights population, corruption challenges",,,23/11/2024,"Moody's Ratings (Moody's) has Malta's long-term issuer ratings at A2. The outlook remains stable, the credit rating agency said Friday.
The affirmation of Malta's A2 ratings is supported by the country's strong economic performance, which is expected to continue, reflecting the island's ability to grow significantly faster than rating peers, with a relatively diversified economic base despite the economy's small size.
Longer term, Moody's assessment of economic strength also balances Malta's rapidly ageing native population, which is more than offset by positive net migration inflows. While supporting the country's fluid labour market, the latter also poses challenges to Malta's infrastructure due to the island's physical capacity constraints, the agency said.
The affirmation also considers Malta's solid fiscal strength, with strong affordability metrics and moderate public debt levels despite higher ratios relative to GDP when compared to 2019 levels.
Finally, the affirmation also reflects remaining challenges on the institutional front, in particular related to control of corruption, rule of law and the supervision of money laundering-related risks, although policy effectiveness is high.
The stable outlook reflects balanced risks at the A2 rating level. Malta's fiscal metrics could improve at a faster pace, resulting in lower public deficits and debt. This would happen, for instance, if real GDP growth were to outperform the baseline scenario thanks to stronger performance in the services sector, or if fiscal consolidation proceeded more rapidly than we currently anticipate due to higher revenue intake.
Conversely, Malta's economy could underperform expectations, which would put upward pressure on the country's deficit and debt.
Similarly, larger than expected economic support measures, in particular those related to energy subsidies, would negatively affect Malta's public finances, the agency said.
The third positive certificate for Malta's economy in just 8 days. Moodys note how despite a succession of major international shocks we still managed to grow strongly. Moreover they forecast that between 2019 and 2028 we will grow at twice the rate of our economic peers. - RA  Robert Abela (@RobertAbela_MT) November 23, 2024
Economy
Malta's economic strength is underpinned by a wealthy, fast-growing and relatively diversified economy, despite the country's small size. Over the recent years, the succession of shocks hasn't affected Malta's ability to grow strongly, as reflected in the country's rapid recovery from the pandemic amid an uncertain geopolitical environment, the agency said.
As of the second quarter of 2024, Malta's real GDP stood 25.4% above its pre-pandemic level (fourth quarter of 2019), the strongest performance in the euro area.
Malta's real GDP will grow by 4.7% in 2024, 3.8% in 2025 and 3.5% in 2026. Domestic demand will benefit from a robust labour market and net migration inflows, while net exports will balance continued strong performances in the services sector (professional and digital services, financial industry, tourism) and solid import growth, in line with our forecast for private consumption.
Compared to the A2 median, Malta's economy is significantly smaller and more volatile, but also both much wealthier and faster-growing (4.5% on average between 2019 and 2028 against 2.3%).
Malta's potential GDP growth of around 4.0% is mainly driven by labour, with the country actively benefitting from net inward migration and high employment rates.
Population
Since 2017 (excluding 2020-21), Malta has received on average around 20,000 new migrants per year, around 4% of total population, more than offsetting the decline in native population. This increase in population growth is supporting employment and consumption, alleviating labour shortages.
However, demographic change is also placing increased pressure on domestic infrastructure, which will likely result in tightening measures in the coming years.
Given the island's capacity constraints, the authorities' ambition is to rebalance Malta's growth profile towards more capital and knowledge-intensive industries, such as IT and consultancy, although this is likely to materialize only gradually, the agency said.
Public finances
While Malta's debt-to-GDP ratio is above its pre-pandemic level, the country's public finances remain a key credit strength, reflecting moderate levels of public debt of 47.4% of GDP in 2023, and strong debt affordability. Moreover, despite spending pressures and exposure to fluctuations in commodity prices stemming primarily from energy subsidies, we expect Malta's public finances to remain strong over the next three years as the country complies with its budgetary targets against the backdrop of the European Union's (Aaa stable) excessive deficit procedure (EDP).
Looking ahead, Moody's expect the deficit to reach 3.8% of GDP this year after 4.5% of GDP in 2023, before narrowing to 3.5% of GDP in 2025 and 3.2% of GDP in 2026.
Given the strong budgetary execution to date for 2024, the government's 4.0% of GDP target is likely to be met, with some upside risks, i.e. a lower deficit. For 2025 and beyond, the trajectory includes the measures announced in the 2025 budget, such as the continuation of the energy subsidy scheme for fuel and electricity, the cuts in the personal income tax and the increase in some social benefits. On the revenue side, public resources will continue to benefit from the growth momentum and improved tax collection.
Moody's noted the commitment from the Maltese authorities to reduce the country's primary structural deficit by 0.5 percentage points of GDP per year from 2025 to 2027 under the EDP launched by the European Commission.
Under this baseline scenario, the debt-to-GDP ratio will reach almost 50% in 2026 from 47.4% in 2023, in line with the A-rated median of 49.9% in 2026.
On debt affordability, Moody's forecast the interest-to-revenue ratio to rise from 3.3% in 2023 to 3.8% in 2026, as higher interest rates gradually filter through to the interest payments bill. Prudent debt management by the Maltese authorities largely shields the country from an abrupt rise in interest payments, considering Malta's relatively long debt average maturity (7.4 years in October 2024). Furthermore, the fact that almost all of Malta's debt is denominated in euros and a majority (around 80% in September 2024) is held by domestic investors are additional mitigation factors.
Over the medium to longer term, Moody's not expect the ageing of Malta's population to impose a significant burden on the country's public finances. According to projections from Europop, the old-age dependency ratio in Malta (share of people aged 65 and above over the population aged 20 to 64) will be roughly stable over the next two decades, at 30.7% in 2023, 31.0% in 2030 and 30.5% in 2040, with net migration inflows and higher employment rates supporting the country's active population.
Against this backdrop, the retirement age is increasing and set to reach 65 years for people born as of 1962. According to the European Commission's 2024 Ageing Report, total ageing-related spending would reach 16.0% of GDP in 2030 and stabilize at that level the following decade, slightly down from 16.7% of GDP in 2023.
ESG considerations
Malta's Credit Impact Score of 2 indicates that ESG considerations do not have a material impact on the credit rating. This reflects the island's exposure to environmental risks, in particular physical climate risk, balanced by Malta's solid governance profile.
As a small island economy, Malta is exposed to physical climate change risks, as reflected in its E-3 environmental issuer profile score. Highly limited forest areas and a low share of protected natural areas also lead to a low rank for natural capital, whereas the country also faces more elevated waste and pollution risks in part due to rapid growth in the resident population over recent years.
Malta's S-2 issuer profile score reflects generally low exposure to social risks, with a moderately negative exposure to demographics, and labour and income. The country has the lowest fertility rate in the EU (1.1 in 2022 against an EU average of almost 1.5), but the impact of Malta's population ageing on the labour market is comparatively lower, thanks to robust labour migration inflows and elevated employment rates, Moody's said.
Over the last decade, population growth has averaged 2.7% per year, well above the euro area's average of 0.2%.
Malta's G-1 governance issuer profile score reflects the country's solid policy effectiveness profile on economic and fiscal management, although concerns remain over the control of corruption in the country, and the small size of the jurisdiction can be a constraint on institutional capacity.",https://www.independent.com.mt/file.aspx?f=139337,,2025-07-22 10:58:34.909051+02,{},{}
308175,https://www.independent.com.mt/articles/2024-04-06/local-news/Five-Years-On-Activists-celebrate-El-Hiblu-3-as-human-rights-defenders-6736260019,Independent,https://www.independent.com.mt,Negative,Five Years On: Activists celebrate El Hiblu 3 as human rights defenders,,,06/04/2024,"Activists on Saturday celebrated three young men who have become known as the El Hiblu 3 as human rights defenders.
Five years ago, Amara, Abdalla, and Kader arrived in Malta after acting as translators and mediators on the El Hiblu oil tanker and helping to prevent an unlawful pushback to Libya, the activists said. Instead of celebrating them as human rights defenders, Malta accused them of terrorism and of other serious offences. At the time, they were 15, 16 and 19 years old.
Over the last five years, they have bravely endured a broken legal process that has robbed them of their youth, the activists said.
They again demandedthat the Attorney General drop the charges against the El Hiblu 3, as we have done for five years.
Next Saturday, on 13th April, the activists said they will honour Abdalla, Amara, and Kader as human rights defenders. Representatives of various human right organisations, poets, and musicians from Malta and beyond will help to celebrate the El Hiblu 3.
Former President Marie-Louise Coleiro Preca will present Abdalla, Amara, and Kader with a human rights award on behalf of the Coalition for the El Hiblu 3.
In her address on Saturday, Coleiro Preca said she was disgusted by the way authorities had ignored the UN Convention on the Rights of the Child and thrown children into jail.
The case of Amara, Kader and Abdallah is a clear violation of childrens human rights, Coleiro Preca said.
Addressing demonstrators, Coleiro Preca said that Malta has violated, in the most appalling way, childrens human rights.
Instead of celebrating their immense strength of character... they were condemned as criminals, she said. Is it a crime to communicate in more than one language? Is it a crime to mediate to calm and restore some peace?",https://www.independent.com.mt/file.aspx?f=187035,,2025-07-22 10:57:40.745967+02,{},{}
308207,https://www.independent.com.mt/articles/2024-10-18/local-news/Parliamentary-committee-agrees-on-land-transfers-to-Malta-Rugby-Football-Union-four-football-clubs-6736265023,Independent,https://www.independent.com.mt,Neutral,"Parliamentary committee agrees on land transfers to Malta Rugby Football Union, four football clubs",,Albert Galea,18/10/2024,"Albert Galea
A parliamentary committee has agreed on a resolution which will see land in Marsa transferred to the Malta Rugby Football Union and other separate resolutions which will see pockets of land be granted to a number of football clubs.
The National Audit Office Accounts Committee in Parliament met on Friday morning to discuss several resolutions involving land transfers to various sports organisations.
Chief amongst them was a long-awaited land transfer to the Malta Rugby Football Union (MRFU).
The government, through Education Minister Clifton Grima, tabled a motion proposing the transfer of four grass pitches together with a clubhouse and dressing room facilities in Marsa to the MRFU  which is the local governing body of rugby union.
The rugby community has long been promised land of its own but it had yet to materialise.
The transfer was subject of animated discussion during the parliamentary committee with the main focus being on a petition filed by the Malta Baseball & Softball Association (MBSA), which currently uses one of the four pitches subject to the land transfer.
The MBSA argued that transferring the land would end the baseball and softball community in Malta, but Grima assured that this would not happen and said that the MRFU had reached an agreement with Sport Malta to guarantee that the current usage of the pitch by the MBSA will not change.
The MRFU in fact were also being bound to allow the MBSA unlimited usage of a batting cage, the usage of which was previously limited to a set number of hours per week.
Grima also said that the government is in discussion with other sports organisations who have excess land for an alternative site for baseball and softball, and noted that the good will seems to be there for a solution to be found.
PN MP David Agius argued that the agreement between Sport Malta and the MRFU guaranteeing the time slots to the MBSA should be inserted into the land transfer agreement and, after significant back and forth, the land transfer agreement was amended to reflect that which protected the MBSAs timeslots.
With the amendment, the land transfer agreement was unanimously approved.
There were unanimous approvals for other separate properties to be transferred to Marsaxlokk FC, Msida St Joseph FC, Qala Saints FC, and Marsa FC respectively as well.
A decision on the transfer of property to Burmarrad FC was postponed after it emerged that the St Pauls Bay local council had constructed a playground between the clubs dressing rooms and the pitch despite having no title on the land.
Burmarrad FC has said that it is happy to retain the playground and manage it, and the committee was willing to approve the land transfer however it wanted to ascertain the exact status of the land that the playground is built on first.
In all of these cases, this is only the first step of the land transfer process: the motion will now be voted  and likely approved unanimously  by Parliament during a plenary session, after which a contract will be drafted and signed between the government and parties concerned.
In all cases the government has said it followed standard procedure for land transfers to sports organisations: the transfer is on the basis of a 45-year temporary emphyteusis. The market value in terms of annual rent was worked out by a Sport Malta architect, and Sport Malta then covers 95% of that rent.
This means that sports organisations effectively only pay 5% of the market value of the property in annual rent.",https://www.independent.com.mt/file.aspx?f=245660,,2025-07-22 10:57:58.59237+02,{},{}
322013,https://www.independent.com.mt/articles/2024-03-21/local-news/30-tonnes-of-bulky-waste-collected-from-four-locations-by-Project-Green-6736259584,Independent,https://www.independent.com.mt,Positive,30 tonnes of bulky waste collected from four locations by Project Green,,,21/03/2024,"More than 30 tonnes of bulky waste have been collected by Project Green from four different developable sites that will be turned into open spaces for the public, a government statement read.
The material that was collected varies from construction waste to plastic waste ""and furniture - waste that could have easily been taken to Civic Amenity Sites or disposed of through the services offered by local councils.""
Minister for the Environment, Energy and Regeneration of the Grand Harbour Miriam Dalli met Project Green workers who were completing the cleaning of these sites in Lija, Luqa, Ta'  iorni (St Julian's) and Kirkop, in preparation for them to be transformed into public spaces. ""Through this investment, Project Green will regenerate 8,000 square metres of land that was previously earmarked for development.""
During her visit, Minister Miriam Dalli expressed her gratitude to the workers for their efforts in swiftly preparing these sites. Chief Operations Officer, Perit Beverley Costa, explained the Agency's process for creating the site proposals, which will be submitted to the Planning Authority. The designs will also be presented to the respective local councils.
""These sites will provide outdoor green areas within a short distance from the homes of approximately 7,000 families. While the local plan permits the development of around 30 apartment blocks on these sites, we will use them to create green open spaces for the community, with trees and other indigenous plants. I look forward to the completion of these four new open spaces, as well as other new green spaces that Project Green is working on,"" said Minister Miriam Dalli.
""The involvement of the local councils and understanding the needs of the public are paramount in our efforts,"" emphasised Beverly Costa, COO of Project Green. ""We are committed to transforming these sites into public spaces that cater to the community's ambitions and improve their quality of life.""",https://www.independent.com.mt/file.aspx?f=240075,,2025-07-22 12:01:25.809364+02,{},{}
308242,https://www.independent.com.mt/articles/2024-12-10/local-news/Malta-temporarily-suspends-asylum-applications-from-Syrians-6736266414,Independent,https://www.independent.com.mt,Neutral,Malta temporarily suspends asylum applications from Syrians,,,10/12/2024,"Malta has temporarily suspended the examination and processing of new and existing asylum applications from Syrian nations.
In a statement, Maltas International Protection Agency said that the decision was being taken in light of recent events in Syria.
A coalition of rebels in Syria made swift advances over the past week culminating in the deposition of Basher Al-Assad from power, ending a tyrannical regime which had plunged the Middle Eastern country into years of instability and civil conflict.
In light of the recent significant events in Syria, the International Protection Agency has temporarily suspended the examination of pending and new asylum applications for international protection by Syrian nationals, the agency said in a statement.
The Agency will continue to assess the evolving situation with the aim of resuming the processing of such applications in the shortest time possible. The Agency has decided to take this course of action in order to properly assess the evolving situation, since at present it is not possible to properly assess applicants reasons for seeking international protection, it added.
Members of the Syrian community in Malta celebrated the fall of the Assad regime over the weekend when it became clear that rebels had entered the capital of Damascus and that Assad had fled to Russia.",https://www.independent.com.mt/file.aspx?f=247093,,2025-07-22 10:58:10.022308+02,{},{}
308258,https://www.independent.com.mt/articles/2024-10-28/local-news/Budget-2025-does-not-address-everyday-problems-Bernard-Grech-6736265307,Independent,https://www.independent.com.mt,Negative,Budget 2025 does not address everyday problems  Bernard Grech,,Kyle Patrick Camilleri,28/10/2024,"Kyle Patrick Camilleri
Nationalist Party leader Bernard Grech stated on Monday evening, after the official Budget 2025 announcement, that this year's Budget ""does not address the problems that people are experiencing in everyday life.""
Following Finance Minister Clyde Caruana's discourse in Parliament, where he revealed the government's fiscal plans for the upcoming year, PN leader Bernard Grech told journalists that the government revealed this evening that it has no direction to truly promote quality of life for Malta and Gozo.
""This is a government that will leave you in traffic, seek healthcare services and not be treated in a timely or dignified manner,"" Grech said.
Grech affirmed that despite the word ""quality"" being mentioned 27 total times during the two-and-a-half hour discourse just prior, the government, in his view, failed to describe how it intends to improve the quality of life of persons living in the Maltese islands via action or investment. He also remarked that ""this Budget was filled with positive words that meant that your quality of life will not improve.""
""This government does not want to address your everyday issues,"" he said, ""this government knows that it has destroyed people's quality of life and doesn't want to address it.""
Grech said that following the publication of Budget 2025, the Nationalist Party shall continue to consult with social partners and citizens. He described that PN's wishes to be a government that can give this country the direction it is currently lacking, for Maltese and Gozitans to truly have improved quality of life.
As one example of this, Grech referenced social partners' suggestion for the government to decrease the percentage of value-added tax (VAT) - a suggestion that was not taken up.
The PN leader did not speak negatively about all aspects of this Budget however - when asked about the government's income tax reform, Grech spoke positively, though stated that ""it wasn't as adventurous as we would have liked.""
According to him, the Nationalist Party believes that people can have a better quality of life through ""truly needed tax reductions."" He indicated PN would decrease tax for everyone - persons and businesses.
Grech stated that over the coming days, weeks, and months, his party shall be publicizing what it would have done differently over this Budget as preparatory efforts marked towards the next general election. He said that the PN plans on being ""an honest government that will be transparent with people on what issues we will invest in.""
Grech spoke critically against the government over the cost of living adjustments (COLA) continuing to be taxed.
""This government wants to keep pigging out from people's cost of living adjustments,"" he said.
Grech labelled the government's implemented COLA a misnomer, stating that with the amount allocated, it is clearly backdated by 10 months. He reiterated the PN's proposal for COLA to be an untaxed financial bonus before describing how the incumbent administration wishes to keep ""stealing"" from taxes on COLA after being the cause for the level of local inflation.
Speaking about the present Villa Rosa controversy, Grech stated that the Nationalist Party has taken a ""very strong stance"" on the subject and has spoken clearly.
He did not answer whether he or the Nationalist Party has received direct donation/s from Villa Rosa developer Anton Camilleri, commonly known as, or from any of his affiliated companies.
Grech stated that PN shall remain ""vigilant and clear"" and that it is not a question of donations, but ""it is important for us to be vocal, even possibly against person who donates [to us].""
He also commented that the media should continue this discussion and continue to unveil this controversy, with the future aim of a ""proper"" party financing law to enter the policymaking agenda.
Concluding his comments, the Nationalist Party leader said that ""quality of life is not granted through clichs, but through direction, decisions, and through the free political will of a Nationalist Government that is not tied down like Robert Abela's government is.""",https://www.independent.com.mt/file.aspx?f=245956,,2025-07-22 10:58:15.344458+02,{},{}
316742,https://www.independent.com.mt/articles/2024-11-21/local-news/New-mammogram-machine-inaugurated-at-Gozo-General-Hospital-6736265931,Independent,https://www.independent.com.mt,Positive,New mammogram machine inaugurated at Gozo General Hospital,,,21/11/2024,"Health Minister Jo Etienne Abela has inaugurated a new mammogram machine that will assist thousands of Gozitan patients by allowing them to receive care directly in Gozo.
Abela explained that Gozo General Hospital now houses the most advanced mammogram machine in the country, a government statement said.
He said that this is part of the government's initiative to modernise radiological equipment, with the installation of a state-of-the-art Hologic mammography system at the hospital.
This machine uses advanced technology to detect breast cancer in a short time and at an early stage.
He said that this advanced system offers superior image quality and greater comfort for patients.
The Hologic 3D mammography system delivers faster and higher-resolution breast images in just 3.7 seconds, with Clarity HD imaging for lesion diagnosis.
Additionally, the service will include ultrasound and radiography guided biopsies, providing comprehensive breast care to Gozo's residents.
""Government will continue to invest in top-quality services and working towards offering superior healthcare services to both Maltese and Gozitan patients,"" Abela said.",https://www.independent.com.mt/file.aspx?f=246595,,2025-07-22 11:42:05.85187+02,{},{}
326701,https://www.independent.com.mt/articles/2024-10-11/local-news/Man-grievously-injured-after-being-hit-by-car-6736264808,Independent,https://www.independent.com.mt,Negative,Man grievously injured after being hit by car,,,11/10/2024,"A man was grievously injured after he was hit by a car on Thursday afternoon, the police said Friday.
The accident took place in St Pauls Street, Valletta, at 7pm.
The pedestrian, a 56-year-old from Hungary, was hit by a Toyota Auris driven by a 51-year-old man of San Gwann.
The pedestrian was taken to hospital with grievous injuries.",https://www.independent.com.mt/file.aspx?f=132598,,2025-07-22 12:19:00.254374+02,{},{}
308297,https://www.independent.com.mt/articles/2024-04-07/local-news/Marsascala-Bay-local-plans-to-be-amended-to-exclude-possibility-of-marina-Abela-6736260038,Independent,https://www.independent.com.mt,Positive,Marsascala Bay local plans to be amended to exclude possibility of marina  Abela,,Albert Galea,07/04/2024,"Albert Galea
Prime Minister Robert Abela has said that the local plans for Marsascala Bay are to be amended in order to exclude the possibility of a yacht marina being constructed there.
Speaking in a political activity in Marsascala itself, Abela said that the government was committed to maintaining the bay as it is because thats what the community needs.
The Prime Minister said that for the second consecutive months, the price of food had decreased  news he said was due to the governments price stability mechanism.
Abela said that some would question how the government can sustain investment in health, education, social benefits and the environment, but the answer is that there must be investment coming into the country.
This is where the governments vision comes in, he said, saying that it is one which always attracts quality investments and quality projects. Whats important though, is that the government has its heart in the right place, Abela said.
That doesnt mean that youre against progress, and that you have to stop every development; but it means that we need to choose progress which makes sense for the communities where its planned to be done, Abela added.
He said that Malta today and Malta 11 years ago  when the PN were last in power  are no longer the same. Back then, he said, Maltas national wealth measured at a quarter of the Eurozone average. This meant that the temptation to grasp onto every investment and development as it came was understandable, he said.
Today, he continued, for the first time in our countrys history, national wealth is now above the average of the Eurozone. It means we are amongst the best in the world; thats the transformation of this countrys economy that we have achieved.
Marsascala is a clear example of this, he said. Abela said that the government had promised that the recycling plant in the locality will the closed, and added that the government will be keeping this promise and turning it into an open space.
The Prime Minister said that the Labour Partys electoral promises have already been turned into results: the solution for Zonqor to remain undeveloped is one such promise, he said.
We didnt say that the investment established for there isnt done, because without investment the country cannot move forward; but we found a solution for the investment to be done elsewhere and for Zonqor to be given back to the people, Abela said.
The ex-national pool in that same area was also given back to the people, and Abela said that once the parliamentary process for this is complete, work on turning it into a state of the art facility will begin.
The next step after the local plans to save Hondoq ir-Rummien once and for all, the Prime Minister said, is for the local plans governing Marsascala Bay to be amended so that it can be maintained as it is today. This would remove any previously mooted possibility of a yacht marina in the bay.
He said that this was being done not because the country doesnt need a marina, but because the government had understood that what others had planned before us is not compatible with the needs of the community.
He continued that this is proof that the PLs heart beats in the right place. We help people, not burden them, he said, citing the price stability on food prices and on energy bills was proof of this.
He ran through various social benefits that the government has introduced, ranging from increases in pensions, additional COLA payments and the in-work benefit grant, and said that the PL will never be afraid of change.
Abela commented on the reform which saw the President of the Republic appointed by a two-thirds majority of Parliament, a reform introduced in 2020 which was used for the first time for the appointment of Myriam Spiteri Debono as Maltas 11th President last week.
This was possible because we had the courage to remove the absolute power to appoint the President from our hands. We modernised the country and showed that the country is capable of being united in its most important moments, Abela said.
Abela concluded by saying that the peoples choice on 8 June in the MEP elections is an important one, and their job is to convince everybody to participate in the democratic process.",https://www.independent.com.mt/file.aspx?f=240598,,2025-07-22 10:58:35.593174+02,{},{}
308311,https://www.independent.com.mt/articles/2024-11-24/local-news/Another-positive-step-towards-greater-global-efforts-government-reacts-to-COP29-agreement-6736266016,Independent,https://www.independent.com.mt,Positive,Another positive step towards greater global efforts  government reacts to COP29 agreement,,,24/11/2024,"After two long weeks of discussions and negotiations, and despite initial fears that no agreement would be reached, a final effort has led to a consensus among United Nations countries on global initiatives addressing climate action, Minister for the Environment and Energy Miriam Dalli has said, expressing the government's satisfaction with the outcome.
Minister Dalli was part of the negotiating team for the final agreement.
This agreement signifies a tripling of funding to the most vulnerable countries, enabling them to respond to the impacts of climate change, the government said. From $100 billion annually, this fund has now increased to $300 billion by 2035.
Minister Dalli said: ""This COP particularly focused on the financing to be provided annually to the most vulnerable countries to address the impacts of climate change. Malta was among the countries insisting that, while more funding is necessary, there should also be more contributors to this fund, which should consist of both public and private sources.""
Regarding the declaration on the global goal for adaptation, which Minister Miriam Dalli negotiated on behalf of the European Union alongside Austria's minister, an agreement was reached that is considered a common position, the government statement read. ""This paves the way for work in the coming months leading to further discussions at next year's climate conference in Brazil. However, on the aspect of mitigation -- initiatives that could genuinely reduce emissions - there was little to no progress,"" the statement continues.
""It is satisfying to have reached a strong agreement on adaptation and global goals to help countries adapt to climate change. However, it was evident that certain countries showed little appetite for initiatives that could truly address mitigation and thus reduce emissions,"" stated Minister Miriam Dalli. This comes as many countries continue to rely on coal and oil, such as Heavy Fuel Oil, for energy production, the government said.
During the climate conference, Malta was represented in various forums and advanced a number of innovative initiatives. These included efforts towards more efficient water production, the development of New Water production, work on innovative financing for environmental projects, initiatives to harness cleaner energy sources from renewable technologies derived from wind and solar power in our seas, ongoing work on the development of climate vulnerability indices, and progress following the establishment of the Climate Action Authority.",https://www.independent.com.mt/file.aspx?f=246710,,2025-07-22 10:58:40.088846+02,{},{}
